budget,obj,obj2
0.40000000000000036,9.280833536219345e-06,0.3065941173412841
0.8000000000000007,1.0954165664199502,0.3065941173412841
1.1906974009230753,3.3622411934460326,0.3065941173412841
1.5906974009230757,4.999214863449556,0.3065941173412841
1.990697400923076,4.505631993330151,0.3065941173412841
2.3906974009230764,3.667830995118924,0.3065941173412841
2.7906974009230767,3.465516594213407,0.3065941173412841
2.9923669546053695,3.286361228987129,0.3065941173412841
3.3495146609434165,3.0582390611031856,0.3065941173412841
3.749514660943417,6.878824397468393,0.3065941173412841
4.149514660943417,6.201717661366997,0.3065941173412841
4.388681978216365,5.957850895139891,0.3065941173412841
4.685283555136127,5.485569212259633,0.3065941173412841
5.053058006768991,6.046844935665534,0.3065941173412841
5.45305800676899,4.776411234382505,0.3065941173412841
5.85305800676899,4.092801072498676,0.3065941173412841
6.075285982275917,3.997654695273799,0.3065941173412841
6.384887526994774,3.887087749185925,0.3065941173412841
6.725228207447105,3.6679698407282104,0.3065941173412841
7.051641637269613,3.4469482702554215,0.3065941173412841
7.369453023558542,3.355249895864947,0.3065941173412841
7.630998509327851,3.268494182540186,0.3065941173412841
7.9264677621632496,3.3311696665543993,0.3065941173412841
8.081277900475959,3.2479407789944528,0.3065941173412841
0.40000000000000036,8.874963464684772e-05,0.3034840193679149
0.7165890254781591,0.017909092975856723,0.3034840193679149
1.1165890254781594,0.05317257209602749,0.3034840193679149
1.5165890254781598,0.044679883013217986,0.3034840193679149
1.9165890254781601,0.04333695702408005,0.3034840193679149
2.293747391215155,0.0664682476211593,0.3034840193679149
2.6108986920077504,0.06592606915569843,0.3034840193679149
2.9921033615554995,0.06129978204194702,0.3034840193679149
3.3921033615555,0.24362536696788545,0.3034840193679149
3.6180399426895047,0.35351709114472774,0.3034840193679149
3.823424321379548,0.35563484669376355,0.3034840193679149
4.223424321379548,0.25761186450476836,0.3034840193679149
4.480980037594489,0.24456515801104417,0.3034840193679149
4.731691898657845,0.22918841689473368,0.3034840193679149
5.131691898657844,0.20710709651960746,0.3034840193679149
5.531691898657844,0.19094405579481116,0.3034840193679149
5.75705462371729,0.17987553577926052,0.3034840193679149
6.10145700664226,0.17674855514132165,0.3034840193679149
6.402505538325905,0.16445281151256272,0.3034840193679149
6.655199609580613,0.1616130149486708,0.3034840193679149
7.055199609580613,0.15223369744727178,0.3034840193679149
7.44180473057322,0.1436593667153641,0.3034840193679149
7.735522502620345,0.13968492454436054,0.3034840193679149
8.135522502620345,0.23312698964706563,0.3034840193679149
8.405484465432115,0.24842499254697875,0.3034840193679149
8.405484465432115,0.24842497575713557,0.3034840193679149
0.40000000000000036,0.05801367311499042,0.3605188189621479
0.7882645799126831,0.04156215002572976,0.3605188189621479
1.131029042859094,0.03521255601704851,0.3605188189621479
1.5310290428590942,0.06808501842322201,0.3605188189621479
1.7923849439721113,0.20568772155760745,0.3605188189621479
2.1923849439721117,1.2100450835575374,0.3605188189621479
2.592384943972112,1.973686183693617,0.3605188189621479
2.9923849439721124,1.4668585986611504,0.3605188189621479
3.3570027283264903,1.850070325015059,0.3605188189621479
3.7570027283264906,1.187550807942164,0.3605188189621479
4.0022428138185075,1.672858778596554,0.3605188189621479
4.402242813818507,1.5227692403436413,0.3605188189621479
4.802242813818507,2.0461018070282435,0.3605188189621479
5.202242813818508,2.3791650491484093,0.3605188189621479
5.597993982854449,4.406909317423031,0.3605188189621479
5.9979939828544495,3.708222767770719,0.3605188189621479
6.39799398285445,3.4884695076370447,0.3605188189621479
6.6289805684384655,3.2647829114425266,0.3605188189621479
6.996210100329218,3.0458104599727953,0.3605188189621479
7.207916509991183,2.842788723140722,0.3605188189621479
7.427315831013908,2.752829746745406,0.3605188189621479
7.776339135581386,2.670030642950765,0.3605188189621479
8.176339135581387,2.513684906370302,0.3605188189621479
8.183632050742926,2.5136846986266907,0.3605188189621479
0.40000000000000036,1.648134719798372e-09,0.26526612603251365
0.8000000000000007,0.03398541506129893,0.26526612603251365
1.0481074034498503,0.022126575305774724,0.26526612603251365
1.4481074034498507,0.1837866627620342,0.26526612603251365
1.848107403449851,0.2918415398597708,0.26526612603251365
2.2481074034498514,0.23672113356012614,0.26526612603251365
2.6481074034498517,0.3831998540560497,0.26526612603251365
3.048107403449852,0.17974397376856352,0.26526612603251365
3.2503984596120175,0.16713367741347462,0.26526612603251365
3.650398459612017,0.1485575898338699,0.26526612603251365
4.04919059864282,0.13358527150193472,0.26526612603251365
4.44919059864282,0.12117114032111159,0.26526612603251365
4.841424494269445,0.11081987735390743,0.26526612603251365
5.241424494269444,0.10202250162201487,0.26526612603251365
5.637018473734714,0.09302371023464504,0.26526612603251365
6.0370184737347135,0.08628450673002062,0.26526612603251365
6.4328898098679685,0.08098052797437955,0.26526612603251365
6.832889809867968,0.07616674247602512,0.26526612603251365
7.129932944865909,0.07404679879127588,0.26526612603251365
7.529932944865909,0.06631410589758388,0.26526612603251365
7.870440566963008,0.06451300043815207,0.26526612603251365
7.8935711215921645,0.06451300044486459,0.26526612603251365
0.40000000000000036,20.665046672098477,0.3812872075788174
0.7281988842891138,20.923321213139737,0.3812872075788174
1.1281988842891142,11.88554975477311,0.3812872075788174
1.5281988842891145,8.052199990852255,0.3812872075788174
1.928198884289115,5.856093267056156,0.3812872075788174
2.3281988842891153,4.504509228182336,0.3812872075788174
2.7281988842891147,3.4089450182353263,0.3812872075788174
3.0249685226893908,2.8674374626570933,0.3812872075788174
3.406050693941438,2.335082233861793,0.3812872075788174
3.8060506939414385,2.0031359871155385,0.3812872075788174
4.040776171362339,1.8581468154453142,0.3812872075788174
4.2455256804472885,1.7165589983022067,0.3812872075788174
4.645525680447289,1.5277256418876064,0.3812872075788174
5.045525680447289,1.3442329156766055,0.3812872075788174
5.445525680447289,1.2317991557701633,0.3812872075788174
5.845525680447288,1.129186915505127,0.3812872075788174
6.2455256804472885,1.0394470825797122,0.3812872075788174
6.5177399678864925,0.9526772763172242,0.3812872075788174
6.917739967886492,0.8863463137843783,0.3812872075788174
7.317739967886492,0.8122135243591158,0.3812872075788174
7.5540789725765425,0.7871352427740317,0.3812872075788174
7.954078972576542,0.6844525872884839,0.3812872075788174
8.354078972576541,1.1322046692038508,0.3812872075788174
8.754078972576542,1.0835731666487534,0.3812872075788174
8.960410570906351,1.0583556890507686,0.3812872075788174
