% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=150368, Wed May 29 13:19:38 2024, <python>{}</python>
1 10 0.2344781786643559 0 0 0.23463598846694161 0.23374489939845275 0.2339740823438333 0.2382615806486248 0.2345847126094541 0.2309149993439144 0.23378579157902935 0.23476549115897674 0.23497697559415545 0.23214618310968307 0.23223722572458755 0.23225537140253244 0.23275307802272835 0.2350185325673573 0.23296251768513057 0.23730728048129554
2 20 0.21724141157405302 0 0 0.21651190074748283 0.21499757395000377 0.21686946829668513 0.21665112512602144 0.2151629889108102 0.21216087766592986 0.21610031344698674 0.21958045800597703 0.21535263992556894 0.21329511233065226 0.21325034812464755 0.21542686332190011 0.21591789841333872 0.21798860787038923 0.21457344193621064 0.21724045991777782
3 30 0.20831814095161597 0 0 0.20702760172617735 0.20675382143724153 0.2075556658470431 0.20653943889102686 0.2067758068248135 0.2041387972065142 0.2069801297286556 0.20997731596857458 0.2048206335276731 0.20332490302985204 0.20551383857533093 0.2040601873314719 0.20835552347660335 0.20859338532460348 0.20423110116958265 0.20866586733166845
4 40 0.20218461582298625 0 0 0.19975204434198293 0.19909509793998661 0.20365779669108744 0.1982888779972095 0.20135504466128673 0.20083901976276478 0.20004251303359122 0.2038610541461151 0.19770518455965408 0.1975956412477028 0.19904915848241198 0.1982955030416347 0.20156902248302355 0.20291655037322232 0.19755121174326998 0.2005474864925023
5 50 0.19980149805633934 0 0 0.1966923163939481 0.19673529092350725 0.2013627191143425 0.195025435233424 0.19554771764598747 0.1981749307449286 0.1979282803877995 0.20143428291525603 0.1947674235060898 0.1972843334521427 0.19442029398167027 0.19355935406183636 0.19889544133272488 0.2046090313720993 0.1953647814813085 0.19793847237153944
6 60 0.19488926135112922 0 0 0.19162961684876176 0.1943614830306368 0.19890250528368603 0.19144376124094611 0.18921640511160143 0.193472139613269 0.19365125764193877 0.19431359923081748 0.18874298694110936 0.19264673146131353 0.18817034949296974 0.18577921454889107 0.1921937232382804 0.19844554069092346 0.18995282263978622 0.19415072485488305
7 70 0.1943080452204393 0 0 0.1898276158295842 0.19389260645216033 0.20264530812344234 0.1915836876821251 0.18861885006372894 0.19428894931889767 0.1936415268933919 0.1944991347958624 0.18832236559348775 0.18852863315007268 0.18643268580780406 0.1843393031084462 0.19037858836704621 0.1975438777811129 0.1877762515777345 0.1923948350569434
8 80 0.1965907937623621 0 0 0.19328008208492334 0.19269021610734466 0.2065416956132718 0.19443638031896734 0.1904036831077324 0.19850592274127052 0.19489444114630952 0.1979128515926301 0.1906513552728655 0.1874939599363524 0.18980970438821768 0.18585099823807574 0.19125586045378568 0.1996433952095463 0.1879539460421084 0.1956811240092148
9 90 0.19304705680020062 0 0 0.18995195755558286 0.18896843682592446 0.20399027366651817 0.19394417106517056 0.18863503703337234 0.19338056669267223 0.1876312769879219 0.19554832076544412 0.1865799836034664 0.18139243031308658 0.1863522446793833 0.18390170147359194 0.1873870112163108 0.1944949226735142 0.184496889324828 0.18941557387407743
10 100 0.19683308633359234 0 0 0.19283078702244258 0.19461637834288345 0.2075300964865286 0.1984713779870889 0.1984810848921445 0.19522162496853962 0.1894645319451444 0.19881294250310116 0.19173829886107263 0.18460399117468518 0.19012432242530625 0.18699184407065134 0.19053592853845314 0.19600073953421138 0.18782695568349267 0.1928466491093971
11 110 0.1923544864060136 0 0 0.1853906949441929 0.19003614245102346 0.20284715583796936 0.19120513825241237 0.1932170423481414 0.19168263618388717 0.18494240266510065 0.19401312521415676 0.1870126379863764 0.18066918399471404 0.18444741730661346 0.18286599631557174 0.18557649832856107 0.19422254866729768 0.1839855486081001 0.18826490249398872
12 120 0.18255270900309328 0 0 0.17429765999621238 0.1796451773349119 0.19412059520831285 0.18080040947914636 0.18254560718108745 0.1807177759760973 0.17452418100531691 0.18366762453647803 0.1769954899925637 0.1700525864502407 0.17255795391417872 0.17299388115075684 0.17581327473677116 0.18402978735116876 0.17451670864786148 0.17947832763243388
13 130 0.1751123280042207 0 0 0.1640150831086424 0.17162794178765556 0.18980552327861494 0.17332644981582346 0.1746162273028892 0.1705526769054808 0.16756113968256472 0.17613655733110578 0.17094993542417825 0.16210573851754387 0.16544573162447732 0.16649472901130832 0.16740447644128553 0.17721140056668325 0.16789785114118064 0.17159543664715715
14 140 0.16768089434143574 0 0 0.15796444097623333 0.1644177000355175 0.1796650128738971 0.1668182595898171 0.16352319044244343 0.16389840165892186 0.16053325157540477 0.16830574710756963 0.1653879376687413 0.15433422023171003 0.1575257570793055 0.15865276308191306 0.15685906380774522 0.16868121323738852 0.16078339794294258 0.16478630644014577
15 150 0.15852763072380685 0 0 0.14947937512792647 0.15435338914151692 0.16894917363008807 0.15985447140730777 0.1552645102735888 0.1550957931074808 0.15139149359761964 0.15713393165526424 0.15643315734242763 0.14543238239138506 0.1478948061382044 0.14913596674874638 0.14617391257452447 0.1589423862398939 0.14947331373967812 0.15609808034871686
16 160 0.15506469990222851 0 0 0.14411458259558152 0.150211924772538 0.16571995133966028 0.15935528982609126 0.15181370415857076 0.1522934103843215 0.14732126796586 0.14916393619316795 0.1536132344797665 0.1405136995976729 0.14458318351479094 0.14516492004429607 0.14257723091121755 0.15779637033237157 0.14695504963284237 0.15345681414566947
17 170 0.14625363447852194 0 0 0.13573481298838674 0.14215377486622466 0.15552067251217144 0.15171177668099514 0.14270049895946377 0.14388054607043888 0.13824957690990763 0.13948796975127176 0.144530074480342 0.1334548795118057 0.1362058433633319 0.13498399860873245 0.13288358179796986 0.1472879493233106 0.13904396162420196 0.14532163040747934
18 180 0.14448251247390057 0 0 0.1333444212222095 0.13899415578251134 0.1551064677998892 0.14696047866551823 0.14123084621354073 0.1416006019565951 0.13576943140263598 0.13666988986514128 0.14492383540043063 0.1322662196671856 0.13448427041602273 0.13413948567166012 0.1307463435980974 0.14557495616891666 0.13815981048248033 0.14529319227237472
19 190 0.1466371109116033 0 0 0.13529457089966251 0.1441502258507364 0.15987344429183178 0.14831686012254322 0.14459607905373095 0.14268057036613874 0.13639977541180517 0.13725890102561536 0.14936022347573172 0.1334980512683701 0.13575908910016982 0.1339960326945559 0.13351646823314134 0.14777087472682232 0.14144758341799418 0.1493798467791841
20 200 0.14589060918646524 0 0 0.1344845685801055 0.14338457513635325 0.15685120375027387 0.1465718942618228 0.14437616167422693 0.14205569564948245 0.13635363075270987 0.13651222078562225 0.14918796891477554 0.13282515932967895 0.13448283299011413 0.1323691969049856 0.1327081202991068 0.14700667908954967 0.14044365934414005 0.1501828898491383
